staff_id,first_name,last_name,role,department_id,nationality,hire_date,shift,email,is_active
3261,Saad,Ansari,Lab Technician,3,Pakistani,2018-10-08,Day,saad.ansari@icloud.com,True
3262,Shamsa,Khalifa,Lab Technician,3,UAE,2020-05-23,Night,shamsa_khalifa@protonmail.com,True
3263,Huda,Kamal,Pharmacy Technician,2,Egyptian,2017-12-26,Rotating,huda51@gmail.com,True
3264,Sneha,Malhotra,Respiratory Therapist,10,Indian,2022-05-08,Day,snehamalhotra@yahoo.com,True
3265,Salma,Martinez,Licensed Practical Nurse,4,Other,2017-03-28,Night,salma.martinez@gmail.com,True
3266,Noura,Mohammed,Administrative Assistant,1,UAE,2018-11-07,Night,nmohammed@hotmail.com,True
3267,Sneha,Nair,Billing Specialist,9,Indian,2020-06-01,Night,sneha.nair@hotmail.com,True
3268,Rafael,Reyes,Administrative Assistant,4,Filipino,2023-11-07,Night,rafael.reyes@hotmail.com,True
3269,Shaikha,Ahmed,Respiratory Therapist,2,UAE,2015-03-20,Day,shaikha_ahmed@outlook.com,False
3270,Saima,Rashid,Medical Assistant,3,Pakistani,2017-03-25,Night,saima68@protonmail.com,True
3271,Reem,Al Shehhi,Physical Therapist,12,UAE,2016-10-05,Day,ralshehhi@yahoo.com,True
3272,Yasmin,Al Hosani,Licensed Practical Nurse,11,UAE,2017-11-21,Evening,yasmin13@yahoo.com,True
3273,Neha,Singh,Physical Therapist,9,Indian,2022-08-09,Night,nehasingh@hotmail.com,True
3274,Safiya,Al Nahyan,Case Manager,8,UAE,2021-01-29,Day,safiyaalnahyan@icloud.com,True
3275,Karen,Jackson,Lab Technician,7,American,2023-08-21,Day,karenjackson@yahoo.com,True
3276,Zainab,Qureshi,Lab Technician,12,Pakistani,2015-05-01,Rotating,zainab_qureshi@yahoo.com,True
3277,Pooja,Al Nahyan,Pharmacist,2,Other,2016-06-22,Day,pooja88@yahoo.com,True
3278,Rana,Hassan,Respiratory Therapist,2,Egyptian,2022-09-19,Rotating,rana27@ymail.com,True
3279,Salma,Al Majali,Patient Care Technician,3,Jordanian,2016-11-01,Day,salma_almajali@ymail.com,False
3280,Muna,Rashid,Pharmacist,2,Other,2016-12-26,Evening,muna66@hotmail.com,True
3281,Elizabeth,Jones,Licensed Practical Nurse,10,Other,2023-03-31,Rotating,elizabeth_jones@icloud.com,False
3282,Aisha,Ali,Unit Coordinator,8,Egyptian,2024-04-10,Evening,aisha41@icloud.com,True
3283,Mariam,Ahmad,Licensed Practical Nurse,4,Jordanian,2018-04-07,Night,mahmad@hotmail.com,True
3284,Isha,Gupta,Unit Coordinator,11,Indian,2020-01-25,Day,isha.gupta@outlook.com,True
3285,Layla,Brown,Occupational Therapist,6,Other,2020-01-21,Day,layla68@protonmail.com,True
3286,Naveen,Hassan,Receptionist,2,Other,2016-04-12,Rotating,nhassan@gmail.com,True
3287,Isha,Hussain,Radiology Technician,7,Indian,2021-03-04,Day,ihussain@icloud.com,True
3288,Karim,Khalifa,Licensed Practical Nurse,7,Other,2018-06-15,Day,kkhalifa@protonmail.com,True
3289,Fatima,Reddy,Registered Nurse,8,Other,2020-07-31,Evening,fatima.reddy@icloud.com,True
3290,Noor,Al Muhairi,Occupational Therapist,8,UAE,2015-11-22,Night,nooralmuhairi@icloud.com,True
3291,Dina,Ahmed,Radiology Technician,3,Egyptian,2015-08-14,Night,dinaahmed@ymail.com,True
3292,Mona,Mohamed,Licensed Practical Nurse,2,Egyptian,2019-09-04,Evening,mmohamed@icloud.com,True
3293,Angel,Mendoza,Unit Coordinator,12,Filipino,2021-06-29,Day,angel.mendoza@ymail.com,True
3294,Sunita,Mehta,Medical Assistant,5,Indian,2020-04-12,Day,smehta@yahoo.com,True
3295,Hina,Ahmed,Receptionist,10,Pakistani,2023-03-08,Evening,hina.ahmed@hotmail.com,True
3296,Laila,Abdelrahman,Case Manager,5,Egyptian,2020-11-22,Night,labdelrahman@outlook.com,True
3297,Mehwish,Rashid,Radiology Technician,10,Pakistani,2017-08-11,Rotating,mehwish.rashid@gmail.com,True
3298,Tarek,Abdelrahman,Occupational Therapist,1,Egyptian,2018-09-29,Day,tarekabdelrahman@gmail.com,True
3299,Miguel,Lopez,Administrative Assistant,9,Filipino,2021-03-02,Day,miguel.lopez@protonmail.com,True
3300,Priya,Reddy,Pharmacist,6,Indian,2024-05-08,Day,priya_reddy@hotmail.com,True
3301,Joy,Castillo,Case Manager,8,Filipino,2023-10-17,Rotating,joy17@yahoo.com,True
3302,Maria,Torres,Case Manager,6,Filipino,2015-09-29,Evening,maria.torres@yahoo.com,False
3303,Mai,Said,Radiology Technician,10,Egyptian,2016-04-23,Evening,msaid@protonmail.com,True
3304,Divya,Kapoor,Unit Coordinator,5,Indian,2017-06-04,Night,divya.kapoor@yahoo.com,True
3305,Sandra,Jackson,Registered Nurse,8,British,2020-08-10,Day,sandra_jackson@protonmail.com,True
3306,Vikram,Khan,Lab Technician,4,Indian,2023-02-15,Day,vikram59@gmail.com,True
3307,Dana,Verma,Unit Coordinator,1,Other,2016-02-27,Night,dverma@gmail.com,True
3308,Aisha,Nair,Pharmacist,5,Indian,2018-02-07,Night,aisha.nair@yahoo.com,True
3309,Bilal,Al Hashimi,Receptionist,4,UAE,2021-01-31,Day,balhashimi@outlook.com,False
3310,Barbara,Williams,Administrative Assistant,10,American,2018-10-19,Night,barbarawilliams@gmail.com,True
3311,Jose,Cruz,Occupational Therapist,7,Filipino,2017-01-03,Rotating,jose_cruz@icloud.com,True
3312,Ajay,Singh,Unit Coordinator,10,Indian,2016-06-23,Day,ajay_singh@gmail.com,True
3313,Joy,Ramirez,Pharmacy Technician,4,Filipino,2016-08-11,Evening,jramirez@yahoo.com,True
3314,Christine,Sanchez,Patient Care Technician,1,Filipino,2015-09-25,Night,christine_sanchez@hotmail.com,True
3315,Nikhil,Gupta,Receptionist,7,Indian,2024-03-02,Rotating,ngupta@icloud.com,True
3316,Betty,White,Occupational Therapist,4,American,2021-12-18,Day,betty_white@hotmail.com,True
3317,Rania,Rashid,Occupational Therapist,10,UAE,2023-10-30,Day,raniarashid@outlook.com,True
3318,Salma,Mohammed,Patient Care Technician,2,UAE,2021-08-22,Night,salma51@gmail.com,True
3319,Mariam,Al Nahyan,Receptionist,11,UAE,2024-02-17,Night,malnahyan@hotmail.com,True
3320,Khalid,Al Maktoum,Registered Nurse,3,UAE,2022-05-30,Day,kalmaktoum@hotmail.com,True
3321,Arun,Joshi,Administrative Assistant,7,Indian,2023-01-19,Evening,arun.joshi@icloud.com,True
3322,Yasmin,Malhotra,Licensed Practical Nurse,6,Other,2021-02-26,Evening,yasmin10@ymail.com,False
3323,Mohammed,Al Zaabi,Occupational Therapist,12,UAE,2021-08-14,Day,mohammed_alzaabi@hotmail.com,True
3324,Mehwish,Malik,Pharmacist,9,Pakistani,2019-04-25,Rotating,mehwish_malik@outlook.com,True
3325,Ahmed,Al Marri,Registered Nurse,3,Other,2023-02-02,Evening,ahmed_almarri@outlook.com,True
3326,Joy,Perez,Radiology Technician,8,Filipino,2020-09-17,Night,joy_perez@yahoo.com,True
3327,Vishal,Iyer,Billing Specialist,7,Indian,2021-02-15,Night,vishal.iyer@icloud.com,True
3328,Sunita,Gupta,Billing Specialist,8,Indian,2020-10-18,Day,sunita.gupta@outlook.com,True
3329,Dana,Abdullah,Administrative Assistant,10,Jordanian,2015-08-05,Evening,dana.abdullah@hotmail.com,True
3330,Sana,Miller,Respiratory Therapist,5,Other,2018-03-30,Day,sana98@protonmail.com,True
3331,Andrew,White,Radiology Technician,10,British,2015-07-31,Night,andrew47@gmail.com,True
3332,Jawaher,Rashid,Billing Specialist,5,UAE,2016-06-26,Night,jrashid@gmail.com,True
3333,Sara,El Sayed,Respiratory Therapist,3,Egyptian,2017-12-06,Rotating,sara_elsayed@outlook.com,True
3334,Saeed,Al Maktoum,Lab Technician,8,Other,2023-06-11,Evening,saeedalmaktoum@protonmail.com,True
3335,Michael,Reyes,Billing Specialist,2,Filipino,2015-08-04,Day,michael_reyes@yahoo.com,True
3336,Safiya,Johnson,Physical Therapist,8,Other,2017-12-11,Day,safiya.johnson@yahoo.com,False
3337,Isha,Patel,Receptionist,9,Indian,2022-02-23,Day,isha65@protonmail.com,True
3338,Vikram,Rao,Physical Therapist,8,Indian,2023-09-02,Night,vikram40@ymail.com,True
3339,Pooja,Malhotra,Registered Nurse,11,Indian,2015-02-04,Rotating,pooja_malhotra@gmail.com,True
3340,Michelle,Ramos,Pharmacist,1,Filipino,2015-04-08,Night,michelle17@protonmail.com,True
3341,Sara,Khalifa,Receptionist,2,UAE,2021-10-12,Day,sara94@ymail.com,False
3342,Sunita,Malhotra,Unit Coordinator,11,Other,2015-11-07,Night,sunita_malhotra@protonmail.com,True
3343,David,Williams,Billing Specialist,1,British,2019-04-17,Day,dwilliams@ymail.com,True
3344,Sneha,Hussain,Physical Therapist,3,Indian,2022-03-28,Night,sneha28@ymail.com,True
3345,Samir,Farouk,Receptionist,1,Egyptian,2015-10-26,Day,samir_farouk@gmail.com,True
3346,Safiya,Al Mazrouei,Physical Therapist,5,UAE,2016-09-12,Rotating,safiya60@gmail.com,True
3347,Barbara,Jones,Medical Assistant,9,Other,2017-07-14,Day,barbara_jones@gmail.com,True
3348,Meera,Jones,Licensed Practical Nurse,11,Other,2022-04-04,Day,mjones@gmail.com,True
3349,Richard,Garcia,Licensed Practical Nurse,7,British,2022-05-30,Day,richard_garcia@gmail.com,True
3350,Sandeep,Nair,Lab Technician,1,Indian,2017-03-01,Day,sandeepnair@hotmail.com,True
3351,Ashley,Thompson,Unit Coordinator,1,American,2015-06-01,Day,ashley.thompson@hotmail.com,True
3352,Sandra,Thompson,Lab Technician,12,American,2021-07-01,Day,sandra.thompson@protonmail.com,True
3353,Lovely,Reyes,Pharmacy Technician,12,Filipino,2022-04-11,Day,lovely.reyes@yahoo.com,True
3354,Hind,Al Maktoum,Medical Assistant,2,UAE,2016-04-12,Night,hindalmaktoum@gmail.com,True
3355,Sana,Malhotra,Receptionist,11,Indian,2021-06-17,Night,sanamalhotra@ymail.com,True
3356,Youssef,Al Shamsi,Occupational Therapist,3,UAE,2022-10-23,Day,youssef_alshamsi@outlook.com,False
3357,Bassam,Hassan,Physical Therapist,3,UAE,2015-03-06,Evening,bassam.hassan@gmail.com,True
3358,Muna,Al Marri,Occupational Therapist,12,UAE,2024-01-21,Rotating,munaalmarri@outlook.com,True
3359,Amna,Al Kaabi,Licensed Practical Nurse,10,UAE,2017-01-07,Rotating,amna.alkaabi@protonmail.com,True
3360,Nisha,Iyer,Pharmacist,2,Indian,2020-12-11,Evening,niyer@ymail.com,True
3361,Asad,Sheikh,Licensed Practical Nurse,4,Pakistani,2016-04-06,Rotating,asad_sheikh@hotmail.com,True
3362,Michael,Lopez,Pharmacist,7,Filipino,2017-10-26,Day,michael.lopez@gmail.com,True
3363,Omar,Martin,Receptionist,2,Other,2017-08-21,Rotating,omar85@yahoo.com,True
3364,Amal,Ahmad,Receptionist,6,Jordanian,2017-07-21,Day,amalahmad@hotmail.com,True
3365,Aisha,Al Qubaisi,Lab Technician,4,UAE,2021-11-01,Night,aalqubaisi@outlook.com,True
3366,Shaikha,Al Blooshi,Case Manager,3,UAE,2015-05-12,Night,salblooshi@outlook.com,True
3367,Saima,Butt,Administrative Assistant,10,Pakistani,2016-10-04,Rotating,saima91@outlook.com,True
3368,Khaled,Hussein,Pharmacist,10,Egyptian,2020-04-23,Rotating,khaled.hussein@protonmail.com,True
3369,David,Patel,Lab Technician,10,Other,2015-01-21,Day,david.patel@hotmail.com,True
3370,Nadia,Rashid,Receptionist,8,Pakistani,2020-07-21,Day,nadia.rashid@protonmail.com,True
3371,Ravi,Kumar,Medical Assistant,1,Other,2020-05-19,Night,ravi_kumar@ymail.com,True
3372,Nada,Ibrahim,Physical Therapist,3,Egyptian,2023-11-10,Evening,nada_ibrahim@protonmail.com,True
3373,Prakash,Al Shamsi,Administrative Assistant,7,Other,2023-06-11,Day,prakash88@icloud.com,True
3374,Matthew,Johnson,Respiratory Therapist,1,British,2016-03-30,Day,matthew69@gmail.com,True
3375,Mariam,Al Hashimi,Pharmacist,3,UAE,2018-10-03,Day,mariam_alhashimi@protonmail.com,False
3376,Dina,Kamal,Case Manager,6,Egyptian,2017-12-31,Night,dkamal@gmail.com,True
3377,Isha,Kumar,Patient Care Technician,12,Indian,2020-12-18,Night,ikumar@hotmail.com,True
3378,Jennifer,Miller,Unit Coordinator,2,American,2015-11-25,Day,jmiller@gmail.com,True
3379,Noor,Al Shamsi,Pharmacist,9,UAE,2022-01-13,Day,noor63@outlook.com,True
3380,Priya,Joshi,Pharmacist,2,Indian,2015-04-01,Evening,priya39@protonmail.com,True
3381,Mona,Hussein,Unit Coordinator,8,Egyptian,2018-05-30,Night,monahussein@ymail.com,True
3382,Fatima,Malik,Respiratory Therapist,5,Pakistani,2020-02-11,Evening,fatimamalik@protonmail.com,True
3383,Jamal,Khalifa,Lab Technician,3,UAE,2017-09-01,Day,jamal50@outlook.com,True
3384,Amit,Malhotra,Respiratory Therapist,3,Indian,2019-03-08,Night,amit30@yahoo.com,True
3385,Shamsa,Al Shamsi,Unit Coordinator,6,UAE,2016-10-01,Day,shamsa79@yahoo.com,True
3386,Swati,Gupta,Unit Coordinator,6,Indian,2022-09-23,Day,swati.gupta@outlook.com,True
3387,Bilal,Mohammed,Pharmacy Technician,8,UAE,2019-01-03,Day,bilal17@protonmail.com,True
3388,Nida,Shah,Registered Nurse,2,Pakistani,2021-01-14,Rotating,nida.shah@icloud.com,True
3389,Iqra,Ahmed,Respiratory Therapist,7,Pakistani,2016-08-28,Rotating,iahmed@hotmail.com,True
3390,Ananya,Ali,Medical Assistant,4,Indian,2023-03-01,Evening,ananya_ali@yahoo.com,True
3391,Huda,Al Nasser,Medical Assistant,3,Jordanian,2017-05-01,Day,halnasser@gmail.com,False
3392,Fatma,Abdelrahman,Billing Specialist,7,Egyptian,2016-12-17,Night,fatmaabdelrahman@outlook.com,True
3393,Anjali,Joshi,Administrative Assistant,8,Indian,2021-04-09,Rotating,anjali.joshi@ymail.com,True
3394,Hind,Hassan,Patient Care Technician,2,UAE,2022-05-02,Night,hind_hassan@outlook.com,True
3395,Carlos,Ramos,Patient Care Technician,2,Filipino,2021-09-19,Rotating,carlos_ramos@icloud.com,True
3396,Zainab,Mohammed,Receptionist,6,UAE,2020-09-30,Rotating,zmohammed@outlook.com,True
3397,Zainab,Al Shamsi,Respiratory Therapist,3,UAE,2015-08-05,Day,zalshamsi@gmail.com,True
3398,Iqra,Shah,Radiology Technician,2,Pakistani,2021-09-18,Rotating,ishah@ymail.com,True
3399,Neha,Hussain,Receptionist,9,Other,2021-07-03,Day,neha.hussain@outlook.com,True
3400,Aisha,Reddy,Receptionist,4,Indian,2016-09-25,Night,aisha34@icloud.com,True
3401,Hala,Miller,Unit Coordinator,2,Other,2016-04-22,Rotating,hala_miller@yahoo.com,True
3402,Ritu,Khan,Case Manager,3,Indian,2022-12-17,Day,ritukhan@outlook.com,True
3403,Khalid,Al Blooshi,Lab Technician,2,UAE,2019-10-07,Night,khalid.alblooshi@gmail.com,True
3404,Michael,Johnson,Licensed Practical Nurse,8,British,2016-05-02,Evening,michael.johnson@yahoo.com,True
3405,Michelle,Miller,Pharmacist,3,British,2022-07-09,Day,michellemiller@ymail.com,True
3406,Dana,Al Kaabi,Pharmacy Technician,9,UAE,2021-05-24,Day,dana.alkaabi@icloud.com,True
3407,Hani,Saeed,Registered Nurse,12,UAE,2016-02-09,Evening,hani_saeed@yahoo.com,True
3408,Sara,Al Kaabi,Respiratory Therapist,7,UAE,2019-10-04,Day,sara_alkaabi@gmail.com,True
3409,Isha,Gupta,Patient Care Technician,6,Indian,2022-11-26,Day,isha.gupta@yahoo.com,True
3410,Shreya,Shah,Pharmacy Technician,9,Indian,2019-07-27,Day,shreyashah@ymail.com,True
3411,Nisha,Khalifa,Registered Nurse,11,Other,2020-07-06,Night,nisha_khalifa@icloud.com,True
3412,Faisal,Khalifa,Receptionist,12,UAE,2016-11-22,Day,fkhalifa@outlook.com,True
3413,William,Jackson,Billing Specialist,12,Other,2023-08-04,Night,william_jackson@yahoo.com,True
3414,Rania,Farouk,Lab Technician,8,Egyptian,2016-03-18,Day,rania_farouk@outlook.com,True
3415,Ahmed,Mohammed,Medical Assistant,8,UAE,2022-08-09,Day,ahmed_mohammed@icloud.com,True
3416,Sara,Saeed,Medical Assistant,11,UAE,2023-06-06,Night,sara_saeed@outlook.com,True
3417,Mahnoor,Qureshi,Registered Nurse,1,Pakistani,2019-10-29,Evening,mahnoor_qureshi@hotmail.com,True
3418,Anjali,Reddy,Administrative Assistant,12,Indian,2016-11-03,Night,areddy@protonmail.com,True
3419,Ashley,Thompson,Patient Care Technician,8,British,2021-04-21,Evening,ashley.thompson@hotmail.com,True
3420,Heba,Nassar,Case Manager,1,Egyptian,2015-04-26,Night,hnassar@yahoo.com,True
3421,Mona,Said,Receptionist,7,Egyptian,2018-11-14,Evening,msaid@gmail.com,True
3422,Salma,Al Suwaidi,Medical Assistant,5,UAE,2016-04-13,Day,salma12@yahoo.com,True
3423,Hope,Perez,Billing Specialist,1,Filipino,2022-10-21,Night,hperez@hotmail.com,True
3424,Vishal,Kumar,Pharmacist,6,Indian,2020-07-27,Night,vkumar@outlook.com,True
3425,Riya,Singh,Pharmacist,5,Indian,2017-12-22,Day,riya_singh@ymail.com,True
3426,Jalal,Al Masri,Case Manager,5,Jordanian,2015-10-03,Night,jalal_almasri@hotmail.com,True
3427,Karen,Jackson,Administrative Assistant,7,American,2022-06-10,Night,karen_jackson@hotmail.com,True
3428,Mahnoor,Raza,Registered Nurse,11,Pakistani,2022-11-20,Night,mahnoor33@hotmail.com,True
3429,Karen,Iyer,Occupational Therapist,10,Other,2023-02-24,Night,kareniyer@yahoo.com,True
3430,Shamsa,Al Marri,Occupational Therapist,7,UAE,2018-07-29,Evening,shamsaalmarri@ymail.com,True
3431,Sunita,Kumar,Physical Therapist,4,Other,2016-04-10,Day,sunitakumar@ymail.com,True
3432,Samina,Chaudhry,Licensed Practical Nurse,4,Pakistani,2016-10-14,Day,schaudhry@ymail.com,True
3433,Jose,Ramirez,Registered Nurse,1,Filipino,2015-12-10,Day,jose.ramirez@hotmail.com,True
3434,Mary,Garcia,Pharmacy Technician,2,Filipino,2021-05-27,Rotating,mary25@protonmail.com,True
3435,Sunita,Jackson,Medical Assistant,4,Other,2021-09-22,Day,sjackson@ymail.com,True
3436,Divya,Mehta,Pharmacist,3,Indian,2016-03-13,Day,divya_mehta@hotmail.com,True
3437,Heba,Ali,Case Manager,9,Egyptian,2019-10-02,Night,hali@ymail.com,False
3438,Shreya,Sharma,Licensed Practical Nurse,12,Indian,2022-06-05,Rotating,shreyasharma@yahoo.com,True
3439,Fatima,Kumar,Pharmacy Technician,8,Indian,2019-05-11,Day,fkumar@yahoo.com,True
3440,Ziad,Hassan,Unit Coordinator,11,Other,2018-07-23,Evening,ziad_hassan@ymail.com,True
3441,Betty,Hernandez,Occupational Therapist,6,Other,2023-01-17,Night,bettyhernandez@protonmail.com,True
3442,Maha,Mohammed,Case Manager,8,UAE,2022-10-18,Day,mahamohammed@protonmail.com,True
3443,Luis,Lopez,Case Manager,10,Filipino,2015-12-03,Day,luis41@protonmail.com,False
3444,Jennifer,Mehta,Unit Coordinator,8,Other,2023-03-31,Day,jennifer32@ymail.com,True
3445,Naveen,Reddy,Physical Therapist,7,Indian,2024-05-11,Evening,naveen.reddy@gmail.com,False
3446,Rosa,Sanchez,Pharmacist,5,Filipino,2022-11-12,Evening,rosa_sanchez@icloud.com,True
3447,Hamad,Al Kaabi,Receptionist,1,UAE,2023-01-22,Night,hamad_alkaabi@gmail.com,True
3448,Hind,Rashid,Billing Specialist,5,UAE,2023-05-16,Night,hind_rashid@ymail.com,True
3449,Maha,Ahmed,Pharmacist,7,UAE,2017-01-08,Day,maha.ahmed@yahoo.com,False
3450,Amna,Al Ketbi,Unit Coordinator,2,UAE,2015-02-12,Night,amna_alketbi@protonmail.com,True
